1,1,1
2,2,1
3,3,1
4,1,2
5,2,2
6,3,2
7,1,3
8,2,3
9,3,3
10,1,4
11,2,4
12,3,4
13,1,5
14,2,5
15,3,5
16,1,6
17,2,6
18,3,6
19,1,7
20,2,7
21,3,7
22,1,8
23,2,8
24,3,8
25,1,9
26,2,9
27,3,9
28,1,10
29,2,10
30,3,10
31,1,11
32,2,11
33,3,11
34,1,12
35,2,12
36,3,12
37,1,13
38,2,13
39,3,13
40,1,14
41,2,14
42,3,14
43,1,15
44,2,15
45,3,15
46,1,16
47,2,16
48,3,16
49,1,17
50,2,17
51,3,17
52,1,18
53,2,18
54,3,18
55,1,19
56,2,19
57,3,19
58,1,20
59,2,20
60,3,20
61,1,21
62,2,21
63,3,21
64,1,22
65,2,22
66,3,22
67,1,23
68,2,23
69,3,23
70,1,24
71,2,24
72,3,24
73,1,25
74,2,25
75,3,25
76,1,26
77,2,26
78,3,26
79,1,27
80,2,27
81,3,27
82,1,28
83,2,28
84,3,28
85,1,29
86,2,29
87,3,29
88,1,30
89,2,30
90,3,30
91,1,31
92,2,31
93,3,31
94,1,32
95,2,32
96,3,32
97,1,33
98,2,33
99,3,33
100,1,34
101,2,34
102,3,34
103,1,35
104,2,35
105,3,35
106,1,36
107,2,36
108,3,36
109,1,37
110,2,37
111,3,37
112,1,38
113,2,38
114,3,38
115,1,39
116,2,39
117,3,39
118,1,40
119,2,40
120,3,40
121,1,41
122,2,41
123,3,41
124,1,42
125,2,42
126,3,42
127,1,43
128,2,43
129,3,43
130,1,44
131,2,44
132,3,44
133,1,45
134,2,45
135,3,45
136,1,46
137,2,46
138,3,46
139,1,47
140,2,47
141,3,47
142,1,48
143,2,48
144,3,48
145,1,49
146,2,49
147,3,49
148,4,50
149,5,50
150,6,50
151,4,51
152,5,51
153,6,51
154,4,52
155,5,52
156,6,52
157,4,53
158,5,53
159,6,53
160,4,54
161,5,54
162,6,54
163,4,55
164,5,55
165,6,55
166,4,56
167,5,56
168,6,56
169,4,57
170,5,57
171,6,57
172,4,58
173,5,58
174,6,58
175,4,59
176,5,59
177,6,59
178,1,60
179,2,60
180,3,60
181,1,61
182,2,61
183,3,61
184,4,62
185,5,62
186,6,62
187,1,63
188,2,63
189,3,63
190,1,64
191,2,64
192,3,64
193,1,65
194,2,65
195,3,65
196,1,66
197,2,66
198,3,66
199,1,67
200,2,67
201,3,67
202,1,68
203,2,68
204,3,68
205,1,69
206,2,69
207,3,69
208,1,70
209,2,70
210,3,70
211,1,71
212,2,71
213,3,71
214,1,72
215,2,72
216,3,72
217,1,73
218,2,73
219,3,73
220,1,123
221,2,123
222,3,123
223,1,124
224,2,124
225,3,124
226,1,125
227,2,125
228,3,125
229,1,126
230,2,126
231,3,126
232,1,127
233,2,127
234,3,127
235,1,128
236,2,128
237,3,128
238,1,129
239,2,129
240,3,129
241,1,130
242,2,130
243,3,130
244,1,131
245,2,131
246,3,131
247,1,132
248,2,132
249,3,132
250,1,133
251,2,133
252,3,133
253,1,134
254,2,134
255,3,134
256,1,135
257,2,135
258,3,135
259,1,136
260,2,136
261,3,136
262,1,137
263,2,137
264,3,137
265,1,138
266,2,138
267,3,138
268,1,139
269,2,139
270,3,139
271,1,140
272,2,140
273,3,140
274,1,141
275,2,141
276,3,141
277,1,142
278,2,142
279,3,142
280,1,143
281,2,143
282,3,143
283,1,144
284,2,144
285,3,144
286,1,145
287,2,145
288,3,145
289,1,146
290,2,146
291,3,146
292,1,147
293,2,147
294,3,147
295,1,148
296,2,148
297,3,148
298,1,149
299,2,149
300,3,149
301,1,150
302,2,150
303,3,150
304,1,151
305,2,151
306,3,151
307,1,152
308,2,152
309,3,152
310,1,153
311,2,153
312,3,153
313,1,154
314,2,154
315,3,154
316,1,155
317,2,155
318,3,155
319,1,156
320,2,156
321,3,156
322,1,157
323,2,157
324,3,157
325,4,158
326,5,158
327,6,158
328,4,159
329,5,159
330,6,159
331,4,160
332,5,160
333,6,160
334,4,161
335,5,161
336,6,161
337,4,162
338,5,162
339,6,162
340,4,163
341,5,163
342,6,163
343,4,164
344,5,164
345,6,164
346,4,165
347,5,165
348,6,165
349,1,178
350,2,178
351,3,178
352,1,179
353,2,179
354,3,179
355,1,180
356,2,180
357,3,180
358,1,181
359,2,181
360,3,181
361,1,182
362,2,182
363,3,182
364,1,183
365,2,183
366,3,183
367,1,184
368,2,184
369,3,184
370,1,185
371,2,185
372,3,185
373,1,186
374,2,186
375,3,186
376,1,187
377,2,187
378,3,187
379,1,188
380,2,188
381,3,188
382,1,189
383,2,189
384,3,189
385,1,218
386,2,218
387,3,218
388,1,219
389,2,219
390,3,219
391,1,220
392,2,220
393,3,220
394,1,221
395,2,221
396,3,221
397,4,222
398,5,222
399,6,222
400,1,223
401,2,223
402,3,223
403,1,224
404,2,224
405,3,224
406,1,225
407,2,225
408,3,225
409,1,226
410,2,226
411,3,226
412,1,227
413,2,227
414,3,227
415,1,228
416,2,228
417,3,228
